Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
1,2/8/2009,78,57,68,-5,51,59,0,3,446,1910, ,0,M,0,0,29.2,29.93,6.8,25,9.6
2,2/8/2009,79,58,69,M,52,59,0,4,-,-, ,M,M,M,0,29.26,29.92,6.2,26,8.4
1,3/8/2009,84,67,76,3,60,66,0,11,447,1909, ,0,M,0,0.07,29.1,29.82,12.2,21,12.4
2,3/8/2009,86,68,77,M,61,66,0,12,-,-,RA,M,M,M,0.06,29.17,29.81,11,21,11.3
1,4/8/2009,85,67,76,3,61,67,0,11,448,1908,BR,0,M,0,0,29.17,29.87,2.5,2,5.8
2,4/8/2009,86,69,78,M,63,68,0,13,-,-,BR HZ,M,M,M,0,29.21,29.85,1.8,5,6.2
1,5/8/2009,79,61,70,-3,54,61,0,5,449,1907, ,0,M,0,0,29.34,30.05,2.9,6,4.2
2,5/8/2009,79,66,73,M,56,63,0,8,-,-, ,M,M,M,0,29.4,30.03,3.8,6,5.6
1,6/8/2009,82,60,71,-2,51,60,0,6,450,1906, ,0,M,0,0,29.39,30.09,1.4,6,5.4
2,6/8/2009,81,62,72,M,51,60,0,7,-,-, ,M,M,M,0,29.44,30.08,3.4,9,5.5
1,7/8/2009,74,64,69,-4,59,63,0,4,451,1904,RA BR,0,M,0,0.33,29.36,30.09,7.3,15,7.8
2,7/8/2009,74,67,71,M,59,63,0,6,-,-,RA BR,M,M,M,0.23,29.41,30.08,6.4,15,7.2
1,8/8/2009,89,68,79,6,70,73,0,14,452,1903,RA BR,0,M,0,0.02,29.2,29.92,12.9,21,13.6
2,8/8/2009,89,69,79,M,70,73,0,14,-,-,TSRA RA BR,M,M,M,0.08,29.26,29.92,12.2,21,12.8
1,9/8/2009,91,77,84,11,71,74,0,19,453,1902, ,0,M,0,0.18,29.23,29.94,11.6,23,12.9
2,9/8/2009,92,77,85,M,72,75,0,20,-,-, ,M,M,M,0.02,29.29,29.92,11.1,23,12.3
1,10/8/2009,85,70,78,5,65,69,0,13,454,1900, ,0,M,0,0,29.24,29.95,6.9,26,7.2
2,10/8/2009,86,71,79,M,66,70,0,14,-,-, ,M,M,M,0,29.31,29.94,8.3,26,8.9
1,11/8/2009,82,62,72,-1,61,66,0,7,455,1859, ,0,M,0,0,29.3,30,6.3,2,8
2,11/8/2009,81,65,73,M,62,66,0,8,-,-, ,M,M,M,0,29.36,29.98,6.1,2,8.7
1,12/8/2009,83,60,72,-1,55,62,0,7,456,1858, ,0,M,0,0,29.39,30.09,3.7,4,5.9
2,12/8/2009,82,63,73,M,56,63,0,8,-,-, ,M,M,M,0,29.44,30.07,5.5,5,7
1,13/8/2009,86,60,73,0,55,63,0,8,457,1856, ,0,M,0,0,29.38,30.1,1.5,14,3.8
2,13/8/2009,86,63,75,M,55,63,0,10,-,-, ,M,M,M,0,29.44,30.09,2,16,4
1,14/8/2009,88,63,76,4,59,66,0,11,458,1855, ,0,M,0,0,29.38,30.1,5.4,21,5.7
2,14/8/2009,88,67,78,M,59,66,0,13,-,-, ,M,M,M,0,29.44,30.08,6.3,21,6.5
1,15/8/2009,89,67,78,6,61,67,0,13,459,1854, ,0,M,0,0,29.32,30.04,8.7,19,8.9
2,15/8/2009,89,70,80,M,61,68,0,15,-,-, ,M,M,M,0,29.38,30.02,8.3,19,8.7
1,16/8/2009,88,70,79,7,67,70,0,14,500,1852,TSRA,0,M,0,0.63,29.27,29.99,9.5,20,10.2
2,16/8/2009,90,71,81,M,68,71,0,16,-,-,TSRA RA,M,M,M,0.27,29.34,29.97,9.3,21,10.1
1,17/8/2009,83,70,77,5,68,70,0,12,501,1851,TSRA RA BR,0,M,0,0.33,29.28,30,4.6,22,5.8
2,17/8/2009,83,71,77,M,68,71,0,12,-,-,RA BR,M,M,M,0.59,29.34,29.98,5.1,22,7.5
1,18/8/2009,83,65,74,2,59,65,0,9,502,1849, ,0,M,0,0,29.28,29.99,7.5,27,8.1
2,18/8/2009,84,66,75,M,61,66,0,10,-,-, ,M,M,M,0,29.33,29.97,8,27,8.3
1,19/8/2009,83,59,71,0,60,65,0,6,503,1848,RA,0,M,0,0.35,29.08,29.83,5.7,16,8.7
2,19/8/2009,81,64,73,M,62,66,0,8,-,-,TSRA BR,M,M,M,0.61,29.15,29.82,5.9,16,8.2
1,20/8/2009,78,64,71,0,61,65,0,6,504,1846,RA,0,M,0,0.07,28.93,29.66,12.1,23,12.5
2,20/8/2009,79,64,72,M,61,65,0,7,-,-,RA BR,M,M,M,0.12,29,29.65,12.2,23,12.7
1,21/8/2009,73,59,66,-5,58,61,0,1,505,1845,RA,0,M,0,0.16,29.07,29.75,7.7,27,10.7
2,21/8/2009,74,59,67,M,58,61,0,2,-,-,RA,M,M,M,0.05,29.13,29.75,10.1,27,13.2
1,22/8/2009,68,57,63,-8,52,56,2,0,506,1843, ,0,M,0,0,29.31,30,7.8,1,9.4
2,22/8/2009,69,58,64,M,52,57,1,0,-,-, ,M,M,M,0,29.36,29.99,9.4,36,10.4
1,23/8/2009,74,56,65,-6,53,58,0,0,508,1842, ,0,M,0,0,29.38,30.09,2.7,2,6.4
2,23/8/2009,73,58,66,M,55,59,0,1,-,-, ,M,M,M,0,29.44,30.08,3.5,5,7.6
1,24/8/2009,79,54,67,-4,56,61,0,2,509,1840, ,0,M,0,0,29.41,30.13,3.8,21,5.1
2,24/8/2009,79,57,68,M,57,62,0,3,-,-, ,M,M,M,0,29.47,30.12,5,21,5.7
1,25/8/2009,83,59,71,1,61,65,0,6,510,1839, ,0,M,0,0,29.33,30.05,9.1,21,9.2
2,25/8/2009,82,61,72,M,61,65,0,7,-,-, ,M,M,M,0,29.39,30.04,8.3,21,8.6
1,26/8/2009,73,62,68,-2,62,64,0,3,511,1837,RA BR,0,M,0,0.93,29.36,30.08,5.2,2,7.8
2,26/8/2009,72,64,68,M,64,65,0,3,-,-,RA BR,M,M,M,0.54,29.42,30.07,3.9,2,7.3
1,27/8/2009,67,61,64,-6,60,61,1,0,512,1835,RA BR,0,M,0,0.95,29.36,30.08,9.1,7,9.7
2,27/8/2009,67,62,65,M,61,63,0,0,-,-,RA BR,M,M,M,1.19,29.41,30.07,10.7,8,11
1,28/8/2009,68,60,64,-6,61,62,1,0,513,1834,RA BR,0,M,0,0.22,29.18,29.93,3.4,2,5.7
2,28/8/2009,71,61,66,M,61,63,0,1,-,-,RA BR,M,M,M,0.28,29.24,29.92,2.6,2,5.4
1,29/8/2009,69,56,63,-7,51,56,2,0,514,1832,RA DZ BR,0,M,0,0.02,29.18,29.89,11.4,31,11.8
2,29/8/2009,69,56,63,M,52,57,2,0,-,-,DZ,M,M,M,0.01,29.24,29.88,10.4,31,11.1
1,30/8/2009,66,51,59,-11,47,52,6,0,515,1831, ,0,M,0,0,29.44,30.14,8.2,1,9.3
2,30/8/2009,66,51,59,M,47,53,6,0,-,-, ,M,M,M,  T,29.5,30.13,9.4,1,10.5
1,31/8/2009,68,49,59,-10,44,52,6,0,516,1829, ,0,M,0,0,29.55,30.27,4.8,3,6
2,31/8/2009,67,49,58,M,44,52,7,0,-,-, ,M,M,M,0,29.6,30.26,5.3,4,6.8
1,1/9/2009,72,47,60,-8,47,53,5,0,517,1827, ,0,M,0,0,29.57,30.31,3.3,4,3.4
2,1/9/2009,71,50,61,M,49,55,4,0,-,-, ,M,M,M,0,29.63,30.3,3.2,6,3.5
1,2/9/2009,73,50,62,-6,50,56,3,0,518,1826, ,0,M,0,0,29.51,30.25,4.1,6,5.1
2,2/9/2009,72,53,63,M,51,56,2,0,-,-, ,M,M,M,0,29.56,30.23,3.2,8,3.9
1,3/9/2009,75,56,66,-2,54,59,0,1,519,1824, ,0,M,0,0,29.42,30.16,4.7,5,6
2,3/9/2009,75,57,66,M,55,60,0,1,-,-,BR,M,M,M,0,29.48,30.14,5.2,6,5.9
1,4/9/2009,75,54,65,-3,54,59,0,0,520,1822,BR,0,M,0,0,29.44,30.15,3.6,4,4.1
2,4/9/2009,75,58,67,M,55,60,0,2,-,-,BR HZ,M,M,M,0,29.49,30.14,3.8,4,4.4
1,5/9/2009,78,54,66,-1,57,61,0,1,521,1821,BR HZ,0,M,0,0,29.49,30.21,4.3,4,5.3
2,5/9/2009,78,57,68,M,57,62,0,3,-,-,BR HZ,M,M,M,0,29.54,30.19,5.2,6,5.8
1,6/9/2009,77,61,69,2,59,63,0,4,522,1819,RA BR HZ,0,M,0,0.03,29.47,30.19,4.2,5,5.3
2,6/9/2009,77,66,72,M,59,64,0,7,-,-, ,M,M,M,  T,29.52,30.17,6.3,8,6.6
1,7/9/2009,77,59,68,1,59,62,0,3,523,1817,BR,0,M,0,0,29.39,M,5.8,3,4
2,7/9/2009,77,63,70,M,59,63,0,5,-,-,BR HZ,M,M,M,0,29.44,30.09,6.3,4,6.9
1,8/9/2009,78,60,69,3,60,63,0,4,524,1815, ,0,M,0,0,29.36,30.07,6.6,3,7.3
2,8/9/2009,78,62,70,M,62,65,0,5,-,-,BR HZ,M,M,M,0,29.41,30.05,6.9,4,8
1,9/9/2009,78,65,72,6,63,65,0,7,525,1814,BR HZ,0,M,0,0,29.42,30.14,6.1,6,6.9
2,9/9/2009,77,68,73,M,63,66,0,8,-,-,BR HZ,M,M,M,0,29.47,30.12,6.8,7,7.2
1,10/9/2009,81,64,73,7,62,65,0,8,526,1812,BR HZ,0,M,0,0,29.48,30.2,6,6,6.8
2,10/9/2009,80,65,73,M,62,66,0,8,-,-,BR HZ,M,M,M,0,29.54,30.17,6.6,7,7.3
1,11/9/2009,80,61,71,6,59,63,0,6,527,1810,BR,0,M,0,0,29.44,30.17,5.1,7,5.6
2,11/9/2009,78,64,71,M,59,64,0,6,-,-, ,M,M,M,0,29.49,30.15,6.4,8,6.7
1,12/9/2009,79,58,69,4,60,63,0,4,528,1809,FG+ BR,0,M,0,0,29.41,30.14,3.7,3,4.8
2,12/9/2009,78,61,70,M,61,64,0,5,-,-,FG+ FG BR,M,M,M,0,29.47,30.12,3.2,6,4.5
1,13/9/2009,80,58,69,4,54,60,0,4,529,1807,FG+ MIFG BR,0,M,0,0,29.39,30.12,1.5,7,3
2,13/9/2009,79,57,68,M,55,61,0,3,-,-,FG+ BR,M,M,M,0.01,29.45,30.11,2.5,7,4.2
1,14/9/2009,84,58,71,7,55,61,0,6,530,1805, ,0,M,0,0,29.34,30.07,0.1,33,2.1
2,14/9/2009,84,59,72,M,56,62,0,7,-,-, ,M,M,M,0,29.4,30.05,1.1,13,2.7
1,15/9/2009,82,64,73,9,59,63,0,8,531,1803, ,0,M,0,0,29.36,30.07,6.2,2,7.8
2,15/9/2009,83,63,73,M,58,64,0,8,-,-, ,M,M,M,0,29.41,30.05,5.8,2,6.7
1,16/9/2009,71,59,65,1,54,59,0,0,532,1760, ,0,M,0,0,29.49,30.2,11,5,11.4
2,16/9/2009,72,62,67,M,54,60,0,2,-,-, ,M,M,M,0,29.54,30.18,12.5,6,13.4
1,17/9/2009,72,50,61,-3,52,56,4,0,533,1758, ,0,M,0,0,29.45,30.18,3.4,5,4.2
2,17/9/2009,71,54,63,M,51,57,2,0,-,-, ,M,M,M,0,29.51,30.17,4.5,8,5.4
1,18/9/2009,79,50,65,1,55,59,0,0,535,1756,BR,0,M,0,0,29.46,30.18,5.1,2,6.4
2,18/9/2009,79,52,66,M,55,59,0,1,-,-, ,M,M,M,0,29.52,30.17,5.3,3,6.7
1,19/9/2009,76,55,66,3,55,59,0,1,536,1755, ,0,M,0,0,29.48,30.21,3.2,10,5.9
2,19/9/2009,75,58,67,M,55,60,0,2,-,-, ,M,M,M,0,29.54,30.2,4.4,10,5.8
1,20/9/2009,73,54,64,2,56,60,1,0,537,1753,RA DZ BR,0,M,0,0.75,29.28,30.04,6.4,7,7.9
2,20/9/2009,71,54,63,M,56,60,2,0,-,-,RA DZ BR,M,M,M,0.44,29.34,30.02,5.9,8,7.3
1,21/9/2009,67,60,64,2,59,61,1,0,538,1751,DZ BR HZ,0,M,0,  T,29.26,29.98,3.5,23,4.6
2,21/9/2009,69,63,66,M,60,62,0,1,-,-,DZ BR HZ,M,M,M,  T,29.31,29.97,3.6,23,5.5
1,22/9/2009,77,59,68,6,65,67,0,3,539,1749,BR HZ,0,M,0,0,29.28,29.98,5.2,17,7.7
2,22/9/2009,76,63,70,M,65,67,0,5,-,-,RA BR,M,M,M,0.04,29.34,29.97,5.2,18,7.3
1,23/9/2009,76,62,69,8,62,64,0,4,540,1748,BR,0,M,0,0,29.42,30.12,0.6,32,4
2,23/9/2009,76,62,69,M,63,64,0,4,-,-,BR,M,M,M,0,29.47,30.11,0.8,31,4.7
1,24/9/2009,73,64,69,8,63,65,0,4,541,1746,BR,0,M,0,0,29.44,30.16,4.3,6,4.7
2,24/9/2009,71,64,68,M,62,64,0,3,-,-,BR,M,M,M,0,29.49,30.15,4.1,7,4.4
1,25/9/2009,70,60,65,4,57,60,0,0,542,1744,RA DZ BR,0,M,0,0.16,29.39,30.12,5.4,11,7.3
2,25/9/2009,70,60,65,M,57,60,0,0,-,-,RA DZ BR,M,M,M,0.02,29.44,30.11,5.4,11,6.3
1,26/9/2009,69,55,62,2,56,59,3,0,543,1742,BR,0,M,0,0,29.15,29.91,4,27,4.6
2,26/9/2009,66,56,61,M,56,59,4,0,-,-,BR,M,M,M,  T,29.21,29.9,3.9,26,4.6
1,27/9/2009,74,50,62,2,53,57,3,0,544,1741,TSRA RA FG BR,0,M,0,0.08,28.84,29.59,8.2,22,10.2
2,27/9/2009,74,53,64,M,53,58,1,0,-,-,TSRA FG+ BR,M,M,M,0.48,28.91,29.59,7.6,23,10.2
1,28/9/2009,62,49,56,-3,42,49,9,0,545,1739,RA,0,M,0,0.01,28.91,29.61,20.3,29,20.7
2,28/9/2009,63,50,57,M,42,49,8,0,-,-,RA,M,M,M,  T,28.98,29.61,19.8,28,20.2
1,29/9/2009,60,48,54,-5,42,48,11,0,546,1737, ,0,M,0,0,29.28,29.96,9,33,10.3
2,29/9/2009,58,48,53,M,42,48,12,0,-,-,DZ,M,M,M,  T,29.34,29.96,8.4,33,10.2
1,30/9/2009,62,47,55,-4,40,47,10,0,547,1735, ,0,M,0,0,29.39,30.11,5.7,3,6.8
2,30/9/2009,61,49,55,M,42,48,10,0,-,-, ,M,M,M,0,29.44,30.1,4.8,3,7
1,1/10/2009,59,41,50,-8,46,49,15,0,548,1734,RA BR,0,M,0,0.89,29.13,29.9,9.1,13,9.5
2,1/10/2009,59,44,52,M,46,49,13,0,-,-,TSRA RA BR,M,M,M,0.59,29.18,29.9,8.8,13,8.7
1,2/10/2009,56,47,52,-6,46,48,13,0,549,1732,RA BR,0,M,0,0.21,28.8,29.55,10.5,21,12
2,2/10/2009,56,48,52,M,46,48,13,0,-,-,RA DZ BR,M,M,M,0.17,28.87,29.56,10,22,11.6
1,3/10/2009,57,47,52,-5,47,49,13,0,550,1730,RA DZ BR,0,M,0,0.11,29.02,29.7,6.9,26,7.4
2,3/10/2009,58,47,53,M,47,49,12,0,-,-,RA BR,M,M,M,0.03,29.08,29.71,9.4,26,9.8
1,4/10/2009,60,45,53,-4,43,47,12,0,552,1729, ,0,M,0,  T,29.28,29.98,9,28,9.2
2,4/10/2009,61,45,53,M,42,47,12,0,-,-, ,M,M,M,0,29.34,29.99,8.9,27,9.3
1,5/10/2009,62,43,53,-4,42,47,12,0,553,1727, ,0,M,0,0,29.29,30.03,1.8,8,5.4
2,5/10/2009,61,42,52,M,42,47,13,0,-,-, ,M,M,M,0,29.35,30.04,2.9,9,4.5
1,6/10/2009,61,49,55,-1,47,51,10,0,554,1725,RA DZ BR,0,M,0,0.03,28.9,29.65,8.8,24,14.9
2,6/10/2009,62,49,56,M,46,50,9,0,-,-,RA BR,M,M,M,0.05,28.97,29.66,9.5,24,15.1
1,7/10/2009,60,45,53,-3,39,46,12,0,555,1724, ,0,M,0,0,29.24,29.95,9.2,26,10.8
2,7/10/2009,60,45,53,M,39,46,12,0,-,-, ,M,M,M,0,29.31,29.96,8.5,26,10.1
1,8/10/2009,53,45,49,-7,46,48,16,0,556,1722,RA DZ BR,0,M,0,0.12,29.18,29.92,3.3,21,4.8
2,8/10/2009,54,47,51,M,46,49,14,0,-,-,RA DZ BR,M,M,M,0.14,29.25,29.93,4.8,20,5.6
1,9/10/2009,52,39,46,-9,43,45,19,0,557,1720,RA BR,0,M,0,0.46,29.21,29.93,9.4,34,10
2,9/10/2009,52,40,46,M,44,46,19,0,-,-,RA DZ BR,M,M,M,0.43,29.26,29.92,9.3,35,10.2
1,10/10/2009,48,31,40,-15,30,35,25,0,558,1719, ,0,M,0,0,29.49,30.21,7.4,28,7.7
2,10/10/2009,48,33,41,M,30,36,24,0,-,-, ,M,M,M,0,29.55,30.21,7.8,29,8.2
1,11/10/2009,44,29,37,-17,22,32,28,0,559,1717, ,0,M,0,0,29.6,30.35,1.5,33,5
2,11/10/2009,45,29,37,M,23,33,28,0,-,-, ,M,M,M,0,29.67,30.36,1.1,1,4.8
1,12/10/2009,48,41,45,-9,36,41,20,0,600,1715,RA DZ BR,0,M,0,0.02,29.44,30.18,0.6,19,3.8
2,12/10/2009,49,42,46,M,34,40,19,0,-,-,RA DZ BR HZ,M,M,M,  T,29.5,30.2,0.6,24,3.5
1,13/10/2009,47,34,41,-12,32,38,24,0,602,1714, ,0,M,0,0,29.6,30.35,8.5,1,10
2,13/10/2009,48,36,42,M,32,39,23,0,-,-,BR,M,M,M,0,29.66,30.35,8.5,2,11.3
1,14/10/2009,48,42,45,-8,36,41,20,0,603,1712,RA DZ BR,0,M,0,0.03,29.4,30.17,11,9,11.5
2,14/10/2009,48,42,45,M,36,41,20,0,-,-,RA DZ BR,M,M,M,0.03,29.47,30.17,10.7,10,11.2
1,15/10/2009,44,41,43,-10,38,40,22,0,604,1711,RA DZ BR,0,M,0,0.29,29.26,30,8.2,6,9.1
2,15/10/2009,44,41,43,M,38,40,22,0,-,-,RA DZ BR,M,M,M,0.33,29.31,30,9.4,7,10
1,16/10/2009,45,39,42,-10,36,39,23,0,605,1709,RA,0,M,  T,0.04,29.41,30.13,8.2,35,8.2
2,16/10/2009,46,40,43,M,36,40,22,0,-,-,RA DZ,M,M,M,0.08,29.46,30.13,7.1,35,8.1
1,17/10/2009,52,36,44,-8,33,39,21,0,606,1707,DZ,0,M,0,  T,29.57,30.3,8,34,8.2
2,17/10/2009,52,39,46,M,34,40,19,0,-,-,RA,M,M,M,0.01,29.64,30.3,6.9,35,7.7
1,18/10/2009,53,31,42,-9,33,39,23,0,607,1706, ,0,M,0,0,29.49,30.25,6.1,21,6.9
2,18/10/2009,53,33,43,M,33,40,22,0,-,-, ,M,M,M,0,29.55,30.26,5.8,21,6.2
1,19/10/2009,65,44,55,4,41,47,10,0,608,1704, ,0,M,0,0,29.25,30,11.4,21,11.5
2,19/10/2009,66,43,55,M,40,47,10,0,-,-, ,M,M,M,0,29.32,30.01,10.7,21,10.8
1,20/10/2009,62,48,55,5,48,52,10,0,610,1703,RA,0,M,0,0.03,29.31,30.03,4,19,5.3
2,20/10/2009,64,51,58,M,47,52,7,0,-,-,RA,M,M,M,0.05,29.38,30.03,6.4,19,7.4
1,21/10/2009,69,55,62,12,52,56,3,0,611,1701,RA,0,M,0,  T,29.25,29.99,11.4,21,11.5
2,21/10/2009,70,55,63,M,50,55,2,0,-,-, ,M,M,M,0.01,29.32,29.99,11.1,21,11.2
1,22/10/2009,58,48,53,3,48,50,12,0,612,1660,RA BR,0,M,0,1.03,29.18,29.94,8.4,5,13
2,22/10/2009,58,49,54,M,49,51,11,0,-,-,RA BR,M,M,M,0.84,29.23,29.93,8.7,6,13.2
1,23/10/2009,61,42,52,3,49,50,13,0,613,1658,RA DZ BR,0,M,0,0.89,28.73,29.48,6.2,18,16.2
2,23/10/2009,62,44,53,M,50,51,12,0,-,-,RA DZ BR,M,M,M,1.29,28.8,29.48,6.6,19,15.4
1,24/10/2009,50,38,44,-5,37,40,21,0,614,1657,RA DZ BR,0,M,0,0.04,29.03,29.73,8.3,26,8.9
2,24/10/2009,49,39,44,M,37,41,21,0,-,-,RA DZ SN,M,M,M,0.05,29.1,29.74,9.6,26,10.3
1,25/10/2009,62,44,53,5,45,49,12,0,616,1656,RA BR,0,M,0,0.27,29.26,29.96,5.5,19,6.9
2,25/10/2009,63,44,54,M,43,48,11,0,-,-,RA BR,M,M,M,0.24,29.32,29.97,6.3,19,7.3
1,26/10/2009,55,49,52,4,48,49,13,0,617,1654,RA BR,0,M,0,0.11,29.28,30.02,4.9,21,7.5
2,26/10/2009,55,50,53,M,47,49,12,0,-,-,RA DZ BR,M,M,M,0.13,29.35,30.02,5.2,21,6.8
1,27/10/2009,51,45,48,0,45,47,17,0,618,1653,RA BR,0,M,0,0.06,29.19,29.94,4.4,5,6.5
2,27/10/2009,52,48,50,M,46,48,15,0,-,-,RA DZ BR,M,M,M,0.16,29.24,29.94,5.5,5,7
1,28/10/2009,57,50,54,7,49,51,11,0,619,1651,BR HZ,0,M,0,0,29.28,29.99,3.1,14,4.3
2,28/10/2009,58,50,54,M,49,51,11,0,-,-,BR HZ,M,M,M,0,29.34,29.99,1.8,13,3
1,29/10/2009,60,47,54,7,50,52,11,0,620,1650,RA BR HZ,0,M,0,0.6,29.21,29.98,12.5,14,12.7
2,29/10/2009,60,48,54,M,50,52,11,0,-,-,RA BR HZ,M,M,M,1.05,29.28,29.99,11.1,14,11.4
1,30/10/2009,67,46,57,11,53,56,8,0,622,1649,RA DZ BR,0,M,0,0.81,28.79,29.55,15.6,20,17.4
2,30/10/2009,68,47,58,M,54,56,7,0,-,-,RA BR,M,M,M,1.15,28.87,29.56,15.7,21,17.9
1,31/10/2009,46,35,41,-5,31,38,24,0,623,1647, ,0,M,0,  T,29.18,29.86,11.1,26,11.5
2,31/10/2009,47,37,42,M,31,38,23,0,-,-, ,M,M,M,0.01,29.25,29.87,13.4,26,13.8
1,1/5/2010,70,58,64,11,53,58,1,0,448,1849,RA BR,0,M,0,0.11,28.89,29.6,9.1,21,9.4
2,1/5/2010,71,61,66,M,54,59,0,1,-,-,RA,M,M,M,0.01,28.95,29.59,7.4,22,8.1
1,2/5/2010,69,53,61,7,52,56,4,0,447,1850,RA BR,0,M,0,0.93,28.9,29.61,4.4,25,6.1
2,2/5/2010,68,54,61,M,52,56,4,0,-,-,RA BR,M,M,M,0.31,28.97,29.6,2.8,26,6.9
1,3/5/2010,72,50,61,7,45,53,4,0,446,1851, ,0,M,0,0,29.07,29.77,8.8,25,9.4
2,3/5/2010,72,52,62,M,45,53,3,0,-,-, ,M,M,M,0,29.13,29.77,8.9,25,9.5
1,4/5/2010,79,50,65,11,44,54,0,0,444,1852, ,0,M,0,0,29.05,29.77,13.9,21,14.2
2,4/5/2010,80,53,67,M,43,54,0,2,-,-, ,M,M,M,0,29.13,29.78,12.1,21,12.6
1,5/5/2010,72,56,64,9,37,51,1,0,443,1853, ,0,M,0,  T,29.08,29.77,10.2,27,12.8
2,5/5/2010,73,57,65,M,37,51,0,0,-,-, ,M,M,M,  T,29.15,29.77,9.7,27,12.1
1,6/5/2010,63,46,55,0,39,46,10,0,442,1855,TSRA,0,M,0,0.01,29.27,29.99,5.7,3,9.1
2,6/5/2010,60,48,54,M,39,46,11,0,-,-, ,M,M,M,0.05,29.33,29.99,5.9,6,10.1
1,7/5/2010,59,45,52,-3,46,48,13,0,441,1856,TSRA RA BR,0,M,0,0.72,28.98,29.73,2.6,34,13.2
2,7/5/2010,59,46,53,M,46,49,12,0,-,-,TSRA RA BR,M,M,M,0.74,29.04,29.73,3.7,31,13.8
1,8/5/2010,50,42,46,-10,35,41,19,0,439,1857,RA,0,M,0,0.02,29.36,30.05,14.5,30,15.2
2,8/5/2010,50,42,46,M,35,41,19,0,-,-,RA,M,M,M,0.08,29.42,30.06,13.6,29,14.4
1,9/5/2010,58,38,48,-8,29,40,17,0,438,1858, ,0,M,0,0,29.59,30.31,2.5,35,6.4
2,9/5/2010,56,37,47,M,29,40,18,0,-,-, ,M,M,M,0,29.66,30.32,1.8,6,5.9
1,10/5/2010,58,41,50,-6,31,42,15,0,437,1859,RA,0,M,0,  T,29.47,30.24,13.5,11,14.2
2,10/5/2010,58,43,51,M,29,42,14,0,-,-,RA,M,M,M,  T,29.54,30.25,12.5,12,13
1,11/5/2010,52,44,48,-9,46,47,17,0,436,1860,RA DZ BR,0,M,0,0.97,29.16,29.9,5.6,9,9.9
2,11/5/2010,59,44,52,M,46,48,13,0,-,-,RA BR,M,M,M,0.72,29.21,29.89,3,12,10.4
1,12/5/2010,51,44,48,-9,45,46,17,0,435,1901,TSRA RA FG BR,0,M,0,0.12,29.36,30.1,8.9,6,10.4
2,12/5/2010,53,46,50,M,45,47,15,0,-,-,TSRA RA DZ BR HZ,M,M,M,0.14,29.41,30.09,8.3,6,10
1,13/5/2010,73,48,61,3,53,55,4,0,434,1902,TSRA RA BR,0,M,0,1.49,29.23,29.93,4.8,25,12.3
2,13/5/2010,78,49,64,M,54,57,1,0,-,-,TSRA RA BR,M,M,M,0.97,29.28,29.93,5.9,25,13.4
1,14/5/2010,66,47,57,-1,44,50,8,0,433,1903, ,0,M,0,0,29.46,30.17,10.9,26,11.2
2,14/5/2010,67,49,58,M,43,51,7,0,-,-, ,M,M,M,0,29.52,30.17,11.9,26,12.3
1,15/5/2010,61,43,52,-6,42,48,13,0,432,1904, ,0,M,0,0,29.53,30.26,4.1,4,5.8
2,15/5/2010,63,47,55,M,41,48,10,0,-,-, ,M,M,M,0,29.59,30.25,4,5,6.4
1,16/5/2010,66,41,54,-5,43,49,11,0,431,1905, ,0,M,0,0,29.44,30.18,9.7,5,10.1
2,16/5/2010,66,46,56,M,43,50,9,0,-,-, ,M,M,M,0,29.48,30.17,11.1,5,11.5
1,17/5/2010,58,50,54,-5,42,48,11,0,430,1906,RA,0,M,0,0.01,29.29,30.04,9.6,3,9.8
2,17/5/2010,60,52,56,M,43,49,9,0,-,-,RA DZ,M,M,M,0.11,29.35,30.03,7.9,3,8.8
1,18/5/2010,65,46,56,-4,40,48,9,0,429,1907, ,0,M,0,0,29.26,29.99,9.1,3,9.8
2,18/5/2010,62,49,56,M,41,48,9,0,-,-, ,M,M,M,0,29.31,29.98,9.6,2,10.1
1,19/5/2010,74,44,59,-1,39,51,6,0,428,1908, ,0,M,0,0,29.31,30.02,5.7,4,6.4
2,19/5/2010,73,46,60,M,39,50,5,0,-,-, ,M,M,M,0,29.36,30.02,6.4,4,7.3
1,20/5/2010,74,47,61,0,49,55,4,0,427,1909,RA,0,M,0,0.05,29.29,30.02,6.8,13,7.8
2,20/5/2010,72,51,62,M,49,55,3,0,-,-,RA,M,M,M,0.09,29.35,30.02,6.3,12,7.4
1,21/5/2010,73,56,65,4,58,60,0,0,426,1910,RA DZ BR HZ,0,M,0,0.21,29.15,29.88,4.6,10,6.3
2,21/5/2010,72,56,64,M,58,60,1,0,-,-,RA DZ BR,M,M,M,0.4,29.21,29.87,5,12,6.2
1,22/5/2010,74,58,66,5,59,61,0,1,425,1911,FG+ BR HZ,0,M,0,0,29.23,29.94,3.4,12,5.4
2,22/5/2010,72,58,65,M,59,61,0,0,-,-,FG+ FG BR HZ,M,M,M,0.01,29.29,29.94,2.7,9,6.1
1,23/5/2010,89,62,76,15,66,69,0,11,425,1912, ,0,M,0,0,29.26,29.97,9.8,18,10
2,23/5/2010,89,65,77,M,65,69,0,12,-,-, ,M,M,M,0,29.33,29.96,9.7,18,10
1,24/5/2010,91,70,81,19,67,72,0,16,424,1913, ,0,M,0,0,29.33,30.03,6.6,14,8.2
